gene_claim_name	gene_concept_id	gene_name	interaction_source_db_name	interaction_source_db_version	interaction_type	interaction_score	drug_claim_name	drug_concept_id	drug_name	approved	immunotherapy	anti_neoplastic
GAS6	hgnc:4168	GAS6	ChEMBL	32	inhibitor	9.830008983	BATIRAXCEPT	ncit:C156017	BATIRAXCEPT	FALSE	FALSE	FALSE
GNAS	hgnc:4392	GNAS	DTC	5-Jun-23	NULL	1.685144397	TRIACETIN	rxcui:10756	TRIACETIN	TRUE	FALSE	FALSE
PDE4B	hgnc:8781	PDE4B	ChEMBL	32	inhibitor	0.335113943	GSK-256066	drugbank:DB12137	GSK-256066	FALSE	FALSE	FALSE
ANGIOTENSIN-CONVERTING ENZYME	hgnc:2707	ACE	TTD	2020.06.01	NULL	2.268463611	Delapril	ncit:C75022	DELAPRIL	FALSE	FALSE	FALSE
ERBB2	hgnc:3430	ERBB2	ChEMBL	32	inhibitor	0.662515674	TRASTUZUMAB	rxcui:2103478	TRASTUZUMAB-DKST	TRUE	TRUE	TRUE
SCN10A	hgnc:10582	SCN10A	ChEMBL	32	blocker	0.776053341	DSP-2230	chembl:CHEMBL5095026	DSP-2230	FALSE	FALSE	FALSE
POLK	hgnc:9183	POLK	DTC	5-Jun-23	NULL	0.006847794	DAUNORUBICIN HYDROCHLORIDE	rxcui:81992	DAUNORUBICIN HYDROCHLORIDE	TRUE	FALSE	FALSE
BDNF	hgnc:1033	BDNF	NCI	14-Sep-17	NULL	0.160489943	GONADOTROPINS	ncit:C527	THERAPEUTIC GONADOTROPIN	FALSE	FALSE	FALSE
BGLAP	hgnc:1043	BGLAP	NCI	14-Sep-17	NULL	0.655333932	DIHYDROTESTOSTERONE	ncit:C29619	DIHYDROTESTOSTERONE	FALSE	FALSE	FALSE
RPMJ	hgnc:14490	MRPL36	ChEMBL	32	inhibitor	0.433676867	VIOMYCIN SULFATE	ncit:C66655	VIOMYCIN SULFATE	TRUE	FALSE	FALSE
FANCA	hgnc:3582	FANCA	JAX-CKB	5-Jun-23	NULL	0.495630705	Abiraterone	rxcui:1100071	ABIRATERONE ACETATE	TRUE	FALSE	TRUE
CLK4	hgnc:13659	CLK4	DTC	5-Jun-23	NULL	0.17195351	GATIFLOXACIN	rxcui:1546025	GATIFLOXACIN ANHYDROUS	TRUE	FALSE	FALSE
CXCL8	hgnc:6025	CXCL8	DTC	5-Jun-23	NULL	0.179817237	DICYCLOHEXYLCARBODIIMIDE	chembl:CHEMBL162598	DICYCLOHEXYLCARBODIIMIDE	FALSE	FALSE	FALSE
HSPB2	hgnc:5247	HSPB2	NCI	14-Sep-17	NULL	0.106751229	PS-341	rxcui:358258	BORTEZOMIB	TRUE	FALSE	TRUE
ESR	hgnc:3467	ESR1	FDA	5-Jun-23	NULL	0.006704183	Docetaxel	rxcui:1299922	DOCETAXEL ANHYDROUS	TRUE	FALSE	TRUE
TG	hgnc:11764	TG	NCI	14-Sep-17	NULL	0.122747251	RETINOIDS	ncit:C804	RETINOIC ACID AGENT	FALSE	FALSE	FALSE
PASK	hgnc:17270	PASK	DTC	5-Jun-23	NULL	0.44681859	PHA-767491	drugbank:DB17043	PHA-767491	FALSE	FALSE	FALSE
KDM4E	hgnc:37098	KDM4E	DTC	5-Jun-23	NULL	0.018553021	IRIGINOL HEXAACEATATE	chembl:CHEMBL1440119	IRIGINOL HEXAACEATATE	FALSE	FALSE	FALSE
UNIPROT:P35372	hgnc:8156	OPRM1	TEND	1-Aug-11	NULL	0.315964574	OXYMORPHONE	rxcui:7814	OXYMORPHONE	TRUE	FALSE	FALSE
UGT1A4	hgnc:12536	UGT1A4	NCI	14-Sep-17	NULL	0.601837285	ANTINEOPLASTIC AGENT	ncit:C274	ANTINEOPLASTIC AGENT	FALSE	FALSE	FALSE
EHMT2	hgnc:14129	EHMT2	DTC	5-Jun-23	NULL	0.004301346	NISOLDIPINE	rxcui:7435	NISOLDIPINE	TRUE	FALSE	FALSE
PTK6	hgnc:9617	PTK6	DTC	5-Jun-23	NULL	0.091018602	TAMATINIB	drugbank:DB07159	TAMATINIB	FALSE	FALSE	FALSE
GSTP1	hgnc:4638	GSTP1	NCI	14-Sep-17	NULL	0.122875112	ETHACRYNIC ACID	rxcui:4109	ETHACRYNIC ACID	TRUE	FALSE	FALSE
KIT	hgnc:6342	KIT	CGI	5-Jun-23	NULL	0.422796085	Regorafenib	rxcui:1312397	REGORAFENIB	TRUE	FALSE	TRUE
ADRB1	hgnc:285	ADRB1	ChEMBL	32	agonist	0.075325739	DROXIDOPA	rxcui:1489913	DROXIDOPA	TRUE	FALSE	FALSE
HDAC7	hgnc:14067	HDAC7	ChEMBL	32	inhibitor	0.14893953	QUISINOSTAT	ncit:C77912	QUISINOSTAT	FALSE	FALSE	FALSE
UNIPROT:P14151	hgnc:10720	SELL	TdgClinicalTrial	14-Jan	NULL	26.21335729	GMI-1070	ncit:C102786	RIVIPANSEL	FALSE	FALSE	FALSE
UNIPROT:O43570	hgnc:1371	CA12	TEND	1-Aug-11	NULL	1.148962089	ACETAZOLAMIDE	rxcui:167	ACETAZOLAMIDE	TRUE	FALSE	FALSE
CDKN1A	hgnc:1784	CDKN1A	NCI	14-Sep-17	NULL	0.951291192	NIMUSTINE HYDROCHLORIDE	ncit:C693	NIMUSTINE	FALSE	FALSE	FALSE
UNIPROT:P28335	hgnc:5295	HTR2C	TEND	1-Aug-11	NULL	0.202332946	THIETHYLPERAZINE	rxcui:10471	THIETHYLPERAZINE	TRUE	FALSE	FALSE
YES1	hgnc:12841	YES1	DTC	5-Jun-23	NULL	0.016679879	SU-6656	drugbank:DB08039	"(3Z)-N,N-DIMETHYL-2-OXO-3-(4,5,6,7-TETRAHYDRO-1H-INDOL-2-YLMETHYLIDENE)-2,3-DIHYDRO-1H-INDOLE-5-SULFONAMIDE"	FALSE	FALSE	FALSE
PALMITOYL-PROTEIN THIOESTERASE 1	hgnc:9325	PPT1	TTD	2020.06.01	NULL	29.49002695	Plitidepsin	ncit:C1689	PLITIDEPSIN	FALSE	FALSE	FALSE
NR1H2	hgnc:7965	NR1H2	ChEMBL	32	agonist	2.268463611	CS-8080	chembl:CHEMBL3545238	CS-8080	FALSE	FALSE	FALSE
MAPK11	hgnc:6873	MAPK11	ChEMBL	32	inhibitor	0.89363718	RWJ-67657	chembl:CHEMBL190333	RWJ-67657	FALSE	FALSE	FALSE
MAPK14	hgnc:6876	MAPK14	ChEMBL	32	inhibitor	0.677931654	RALIMETINIB	ncit:C143046	RALIMETINIB	FALSE	FALSE	FALSE
MC3R	hgnc:6931	MC3R	ChEMBL	32	agonist	29.49002695	MODIMELANOTIDE	ncit:C175147	MODIMELANOTIDE	FALSE	FALSE	FALSE
CSF1R	hgnc:2433	CSF1R	ChEMBL	32	inhibitor	0.095746841	QUIZARTINIB	ncit:C68936	QUIZARTINIB	FALSE	FALSE	TRUE
RPL36	hgnc:13631	RPL36	ChEMBL	32	modulator	0.147450135	ELX-02	ncit:C174918	EXALUREN	FALSE	FALSE	FALSE
CHRNB2	hgnc:1962	CHRNB2	ChEMBL	32	agonist	0.936191332	VARENICLINE	rxcui:591622	VARENICLINE	TRUE	FALSE	FALSE
SIRT1	hgnc:14929	SIRT1	DTC	5-Jun-23	NULL	4.067589924	ALTISSIMACOUMARIN F	chembl:CHEMBL2071528	ALTISSIMACOUMARIN F	FALSE	FALSE	FALSE
GLP1R	hgnc:4324	GLP1R	DTC	5-Jun-23	NULL	0.091583935	GNF-PF-2260	chembl:CHEMBL601351	CHEMBL:CHEMBL601351	FALSE	FALSE	FALSE
PIM2	hgnc:8987	PIM2	DTC	5-Jun-23	NULL	0.165674309	SP-600125	chembl:CHEMBL1725279	SP-600125	FALSE	FALSE	FALSE
LTA4H	hgnc:6710	LTA4H	DTC	5-Jun-23	NULL	4.368892881	4-PHENOXYPHENOL	chembl:CHEMBL224318	CHEMBL:CHEMBL224318	FALSE	FALSE	FALSE
NR4A1	hgnc:7980	NR4A1	NCI	14-Sep-17	NULL	0.212540735	PD-98059	drugbank:DB17042	PD-98059	FALSE	FALSE	FALSE
TGFB1	hgnc:11766	TGFB1	NCI	14-Sep-17	NULL	0.078222883	4-HPR	ncit:C1098	FENRETINIDE	TRUE	FALSE	FALSE
CYP1B1	hgnc:2597	CYP1B1	PharmGKB	5-Jun-23	NULL	0.01462799	doxorubicin	rxcui:142433	DOXORUBICIN HYDROCHLORIDE	TRUE	FALSE	TRUE
MAGEA2	hgnc:6800	MAGEA2	TALC	12-May-16	vaccine	14.74501347	EP-2101	ncit:C26645	MULTI-NEO-EPITOPE VACCINE OSE 2101	FALSE	FALSE	TRUE
UNIPROT:Q14432	hgnc:8778	PDE3A	TdgClinicalTrial	14-Jan	NULL	2.680911541	MILRINONE	rxcui:52769	MILRINONE	TRUE	FALSE	FALSE
CHECKPOINT KINASE-1	hgnc:1925	CHEK1	TTD	2020.06.01	NULL	0.756154537	GDC-0425	drugbank:DB14791	GDC-0425	FALSE	FALSE	FALSE
ADENOSINE A2A RECEPTOR	hgnc:263	ADORA2A	TTD	2020.06.01	NULL	0.225977218	Caffeine	rxcui:1886	CAFFEINE	TRUE	FALSE	FALSE
SCN4A	hgnc:10591	SCN4A	ChEMBL	32	blocker	0.090738544	QUINIDINE POLYGALACTURONATE	rxcui:41875	QUINIDINE POLYGALACTURONATE	TRUE	FALSE	FALSE
SCN5A	hgnc:10593	SCN5A	ChEMBL	32	blocker	0.067022789	MEXILETINE HYDROCHLORIDE	rxcui:142138	MEXILETINE HYDROCHLORIDE	TRUE	FALSE	FALSE
RXFP2	hgnc:17318	RXFP2	ChEMBL	32	activator	4.915004491	SERELAXIN	ncit:C152342	SERELAXIN	FALSE	FALSE	FALSE
TUBA1A	hgnc:20766	TUBA1A	ChEMBL	32	negative modulator	0.047373537	VERUBULIN	ncit:C96747	VERUBULIN	FALSE	FALSE	FALSE
RPS18	hgnc:10401	RPS18	ChEMBL	32	inhibitor	0.147450135	DORLIMOMAB ARITOX	chembl:CHEMBL2109124	DORLIMOMAB ARITOX	FALSE	FALSE	FALSE
ERBB2	hgnc:3430	ERBB2	OncoKB	23-Jul-20	NULL	0.512734926	Lapatinib	rxcui:480167	LAPATINIB	TRUE	FALSE	TRUE
UNIPROT:P01589	hgnc:6008	IL2RA	TdgClinicalTrial	14-Jan	NULL	0.850673854	DACLIZUMAB	rxcui:190353	DACLIZUMAB	TRUE	TRUE	FALSE
UNIPROT:P43119	hgnc:9602	PTGIR	TdgClinicalTrial	14-Jan	NULL	3.159645744	ILOPROST	rxcui:40138	ILOPROST	TRUE	FALSE	TRUE
GLP1R	hgnc:4324	GLP1R	DTC	5-Jun-23	NULL	0.366335738	SJ000260177	chembl:CHEMBL592118	CHEMBL:CHEMBL592118	FALSE	FALSE	FALSE
GMNN	hgnc:17493	GMNN	DTC	5-Jun-23	NULL	0.010239593	SILIBININ	ncit:C152359	SILIBININ	FALSE	FALSE	FALSE
NCF4	hgnc:7662	NCF4	PharmGKB	5-Jun-23	NULL	0.341319756	doxorubicin	rxcui:142433	DOXORUBICIN HYDROCHLORIDE	TRUE	FALSE	TRUE
TNFRSF10B	hgnc:11905	TNFRSF10B	MyCancerGenome	20-Jun-17	antibody	19.66001797	LBY135	chembl:CHEMBL2109247	LBY-135	FALSE	TRUE	TRUE
CYP3A4	hgnc:2637	CYP3A4	DTC	5-Jun-23	NULL	0.066795078	CHELIDONINE (+)	chembl:CHEMBL436279	CHELIDONINE (+)	FALSE	FALSE	FALSE
UNIPROT:P29274	hgnc:263	ADORA2A	TEND	1-Aug-11	NULL	0.225977218	CAFFEINE	rxcui:1886	CAFFEINE	TRUE	FALSE	FALSE
CYP3A4	hgnc:2637	CYP3A4	DTC	5-Jun-23	NULL	0.003816862	MERCAPTOPURINE	rxcui:103	MERCAPTOPURINE	TRUE	FALSE	TRUE
XANTHINE DEHYDROGENASE/OXIDASE	hgnc:12805	XDH	TTD	2020.06.01	NULL	3.024618149	Topiroxostat	ncit:C96311	TOPIROXOSTAT	FALSE	FALSE	FALSE
APP	hgnc:620	APP	DTC	5-Jun-23	NULL	0.087377858	CONGO RED	chembl:CHEMBL116955	CONGO RED	FALSE	FALSE	FALSE
BRAF	hgnc:1097	BRAF	DTC	5-Jun-23	NULL	1.997837252	VEMURAFENIB	rxcui:1147220	VEMURAFENIB	TRUE	FALSE	TRUE
CYSLTR1	hgnc:17451	CYSLTR1	ChEMBL	32	inhibitor	1.914936815	ZAFIRLUKAST	rxcui:114970	ZAFIRLUKAST	TRUE	FALSE	FALSE
KCNH6	hgnc:18862	KCNH6	ChEMBL	32	blocker	0.239756317	GUANIDINE HYDROCHLORIDE	rxcui:50676	GUANIDINE HYDROCHLORIDE	TRUE	FALSE	FALSE
DRD3	hgnc:3024	DRD3	ChEMBL	32	agonist	0.227722216	PARDOPRUNOX	ncit:C80765	PARDOPRUNOX	FALSE	FALSE	FALSE
DRD3	hgnc:3024	DRD3	ChEMBL	32	inhibitor	0.095643331	AMISULPRIDE	rxcui:46303	AMISULPRIDE	TRUE	FALSE	FALSE
UNIPROT:P10721	hgnc:6342	KIT	TdgClinicalTrial	14-Jan	NULL	0.060679068	LENVATINIB	rxcui:1603296	LENVATINIB	TRUE	FALSE	TRUE
UNIPROT:O15264	hgnc:6875	MAPK13	TdgClinicalTrial	14-Jan	NULL	0.614375561	KC706	drugbank:DB05157	KC706	FALSE	FALSE	FALSE
SIK2	hgnc:21680	SIK2	DTC	5-Jun-23	NULL	0.093619133	TOZASERTIB	ncit:C98053	TOZASERTIB	FALSE	FALSE	TRUE
HSD17B10	hgnc:4800	HSD17B10	DTC	5-Jun-23	NULL	0.071404424	XANTHONE	chembl:CHEMBL186784	XANTHONE	FALSE	FALSE	FALSE
KDM4A	hgnc:22978	KDM4A	DTC	5-Jun-23	NULL	0.012158329	DEOXYVASICINONE	chembl:CHEMBL456881	DEOXYVASICINONE	FALSE	FALSE	FALSE
HDAC5	hgnc:14068	HDAC5	DTC	5-Jun-23	NULL	0.225977218	LARGAZOLE	chembl:CHEMBL1173445	LARGAZOLE	FALSE	FALSE	FALSE
POLB	hgnc:9174	POLB	DTC	5-Jun-23	NULL	0.008146416	MYRICETIN	rxcui:1368374	MYRICETIN	FALSE	FALSE	FALSE
BAZ2B	hgnc:963	BAZ2B	DTC	5-Jun-23	NULL	0.019161811	ERYTHROSINE	rxcui:4061	ERYTHROSINE	TRUE	FALSE	FALSE
REACTIVE OXYGEN SPECIES	hgnc:10261	ROS1	TTD	2020.06.01	NULL	0.641087542	Tafenoquine	rxcui:2054023	TAFENOQUINE	TRUE	FALSE	FALSE
FOXO1	hgnc:3819	FOXO1	CIViC	5-Jun-23	NULL	11.79601078	BET INHIBITOR	ncit:C128462	BET INHIBITOR	FALSE	FALSE	TRUE
AURKB	hgnc:11390	AURKB	DTC	5-Jun-23	NULL	0.010195342	DOVITINIB	ncit:C76199	DOVITINIB	FALSE	FALSE	TRUE
CBFB	hgnc:1539	CBFB	DTC	5-Jun-23	NULL	0.059455699	AURINTRICARBOXYLIC ACID	chembl:CHEMBL275938	AURINTRICARBOXYLIC ACID	FALSE	FALSE	FALSE
RXRA	hgnc:10477	RXRA	DTC	5-Jun-23	NULL	0.786400719	DEMETON S	chembl:CHEMBL1900921	DEMETON S	FALSE	FALSE	FALSE
UNIPROT:P42262	hgnc:4572	GRIA2	TEND	1-Aug-11	NULL	0.190258238	TALBUTAL	rxcui:89810	TALBUTAL	TRUE	FALSE	FALSE
PSMA6	hgnc:9535	PSMA6	ChEMBL	32	inhibitor	0.252051512	OPROZOMIB	ncit:C91388	OPROZOMIB	FALSE	FALSE	FALSE
UNIPROT:P23219	hgnc:9604	PTGS1	TdgClinicalTrial	14-Jan	NULL	0.221175202	MEFENAMIC ACID	rxcui:6693	MEFENAMIC ACID	TRUE	FALSE	FALSE
CHEK1	hgnc:1925	CHEK1	TALC	12-May-16	inhibitor	4.536927223	LY2603618	ncit:C81937	RABUSERTIB	FALSE	FALSE	TRUE
CYP3A4	hgnc:2637	CYP3A4	DTC	5-Jun-23	NULL	0.002569041	BETA-LAPACHONE	ncit:C28694	LAPACHONE	FALSE	FALSE	FALSE
MAPT	hgnc:6893	MAPT	DTC	5-Jun-23	NULL	0.007885034	KAEMPFEROL	drugbank:DB01852	KAEMPHEROL	FALSE	FALSE	FALSE
POLK	hgnc:9183	POLK	DTC	5-Jun-23	NULL	0.056494304	AG-99	chembl:CHEMBL296407	CHEMBL:CHEMBL296407	FALSE	FALSE	FALSE
HPGD	hgnc:5154	HPGD	DTC	5-Jun-23	NULL	0.022156294	DNDI1417523	chembl:CHEMBL598663	CHEMBL:CHEMBL598663	FALSE	FALSE	FALSE
CSF1R	hgnc:2433	CSF1R	DTC	5-Jun-23	NULL	0.105321525	TANDUTINIB	ncit:C48404	TANDUTINIB	FALSE	FALSE	TRUE
FGFR1	hgnc:3688	FGFR1	DTC	5-Jun-23	NULL	0.005354035	TAE-684	iuphar.ligand:5714	NVP-TAE684	FALSE	FALSE	FALSE
UNIPROT:O14920	hgnc:5960	IKBKB	TEND	1-Aug-11	NULL	5.61714799	AURANOFIN	rxcui:1227	AURANOFIN	TRUE	FALSE	FALSE
CYP1A2	hgnc:2596	CYP1A2	DTC	5-Jun-23	NULL	0.016803434	COUMARIN	rxcui:2898	COUMARIN	TRUE	FALSE	FALSE
PIK3CG	hgnc:8978	PIK3CG	NCI	14-Sep-17	NULL	0.019878683	COLCHICINE	rxcui:2683	COLCHICINE	TRUE	FALSE	FALSE
VDR	hgnc:12679	VDR	NCI	14-Sep-17	NULL	0.035778013	VITAMIN K	rxcui:11258	VITAMIN K	TRUE	FALSE	FALSE
GMNN	hgnc:17493	GMNN	DTC	5-Jun-23	NULL	0.122875112	GLYCYROL	chembl:CHEMBL132695	GLYCYROL	FALSE	FALSE	FALSE
CYP1B1	hgnc:2597	CYP1B1	DTC	5-Jun-23	NULL	0.300918642	CHRYSIN	rxcui:1362888	CHRYSIN	TRUE	FALSE	FALSE
MAPK10	hgnc:6872	MAPK10	NCI	14-Sep-17	NULL	0.756154537	FGF-1	iuphar.ligand:4923	FGF-1	FALSE	FALSE	FALSE
MAPK1	hgnc:6871	MAPK1	DTC	5-Jun-23	NULL	0.016048994	PURPURIN	chembl:CHEMBL294264	PURPURIN	FALSE	FALSE	FALSE
GAA	hgnc:4065	GAA	DTC	5-Jun-23	NULL	0.204791854	CAFFEIC ACID	rxcui:1311397	CAFFEIC ACID	TRUE	FALSE	FALSE
SCN7A	hgnc:10594	SCN7A	ChEMBL	32	blocker	0.103473779	MEXILETINE HYDROCHLORIDE	rxcui:142138	MEXILETINE HYDROCHLORIDE	TRUE	FALSE	FALSE
KCNF1	hgnc:6246	KCNF1	ChEMBL	32	blocker	0.19660018	NERISPIRDINE	ncit:C80997	NERISPIRDINE	FALSE	FALSE	FALSE
RPL22	hgnc:10315	RPL22	ChEMBL	32	modulator	0.147450135	ELX-02	ncit:C174918	EXALUREN	FALSE	FALSE	FALSE
LCK	hgnc:6524	LCK	DTC	5-Jun-23	NULL	0.010906075	PF-562271	iuphar.ligand:9381	PF-562271	FALSE	FALSE	TRUE
CYP2C19	hgnc:2621	CYP2C19	DTC	5-Jun-23	NULL	0.008925553	CHRYSIN	rxcui:1362888	CHRYSIN	TRUE	FALSE	FALSE
DAO	hgnc:2671	DAO	DTC	5-Jun-23	NULL	11.79601078	3-HYDROXYCOUMARIN	chembl:CHEMBL150372	3-HYDROXYCOUMARIN	FALSE	FALSE	FALSE
ALDH1A1	hgnc:402	ALDH1A1	DTC	5-Jun-23	NULL	0.075615454	E1501	chembl:CHEMBL1233714	E1501	FALSE	FALSE	FALSE
POLK	hgnc:9183	POLK	DTC	5-Jun-23	NULL	0.02510858	CEFOTETAN	rxcui:2187	CEFOTETAN	TRUE	FALSE	FALSE
BCAR3	hgnc:973	BCAR3	NCI	14-Sep-17	NULL	7.864007186	ANTIESTROGEN	ncit:C481	ANTIESTROGEN	FALSE	FALSE	FALSE
NOS1AP	hgnc:16859	NOS1AP	PharmGKB	5-Jun-23	NULL	0.310421336	verapamil	rxcui:11170	VERAPAMIL	TRUE	FALSE	TRUE
TNNC1	hgnc:11943	TNNC1	DTC	5-Jun-23	NULL	0.471840431	PYROGALLOL RED	chembl:CHEMBL210208	PYROGALLOL RED	FALSE	FALSE	FALSE
GFAP	hgnc:4235	GFAP	NCI	14-Sep-17	NULL	0.156031889	DHEA	rxcui:3143	PRASTERONE	TRUE	FALSE	FALSE
DRD1	hgnc:3020	DRD1	DTC	5-Jun-23	NULL	0.025205151	AMSACRINE	rxcui:739	AMSACRINE	TRUE	FALSE	TRUE
BRAF	hgnc:1097	BRAF	JAX-CKB	5-Jun-23	NULL	0.027048867	Palbociclib	rxcui:1601374	PALBOCICLIB	TRUE	FALSE	TRUE
KIT	hgnc:6342	KIT	MyCancerGenome	20-Jun-17	inhibitor	0.260053148	MASITINIB	ncit:C79910	MASITINIB	TRUE	FALSE	TRUE
PTK6	hgnc:9617	PTK6	DTC	5-Jun-23	NULL	0.103838123	DASATINIB	rxcui:1546019	DASATINIB ANHYDROUS	TRUE	FALSE	TRUE
MAP2K2	hgnc:6842	MAP2K2	DTC	5-Jun-23	NULL	0.01350276	PF-562271	iuphar.ligand:9381	PF-562271	FALSE	FALSE	TRUE
PGR	hgnc:8910	PGR	FDA	5-Jun-23	NULL	0.022383322	Docetaxel	rxcui:1299922	DOCETAXEL ANHYDROUS	TRUE	FALSE	TRUE
MAP2K1	hgnc:6840	MAP2K1	JAX-CKB	5-Jun-23	NULL	0.433676867	GDC0879	iuphar.ligand:5681	GDC-0879	FALSE	FALSE	FALSE
MAP2K1	hgnc:6840	MAP2K1	JAX-CKB	5-Jun-23	NULL	0.049563071	Metformin	rxcui:6809	METFORMIN	TRUE	FALSE	TRUE
NRAS	hgnc:7989	NRAS	JAX-CKB	5-Jun-23	NULL	0.283861222	Vemurafenib	rxcui:1147220	VEMURAFENIB	TRUE	FALSE	TRUE
NRAS	hgnc:7989	NRAS	JAX-CKB	5-Jun-23	NULL	0.089363718	Lenvatinib	rxcui:1603296	LENVATINIB	TRUE	FALSE	TRUE
PALB2	hgnc:26144	PALB2	JAX-CKB	5-Jun-23	NULL	0.192745274	Abiraterone	rxcui:1100071	ABIRATERONE ACETATE	TRUE	FALSE	TRUE
PIK3CA	hgnc:8975	PIK3CA	JAX-CKB	5-Jun-23	NULL	0.111639589	Cetuximab	rxcui:318341	CETUXIMAB	TRUE	TRUE	TRUE
PIK3CA	hgnc:8975	PIK3CA	JAX-CKB	5-Jun-23	NULL	0.025026897	Metformin	rxcui:6809	METFORMIN	TRUE	FALSE	TRUE
PIK3CA	hgnc:8975	PIK3CA	JAX-CKB	5-Jun-23	NULL	0.00957313	Tamoxifen	rxcui:10324	TAMOXIFEN	TRUE	FALSE	TRUE
PIK3CA	hgnc:8975	PIK3CA	JAX-CKB	5-Jun-23	NULL	0.145990232	ZSTK474	iuphar.ligand:7965	ZSTK474	FALSE	FALSE	TRUE
PIK3CA	hgnc:8975	PIK3CA	JAX-CKB	5-Jun-23	NULL	0.291980465	GSK1059615	iuphar.ligand:9826	GSK1059615	FALSE	FALSE	FALSE
PIK3CA	hgnc:8975	PIK3CA	JAX-CKB	5-Jun-23	NULL	0.291980465	MS417	iuphar.ligand:7512	MS417	FALSE	FALSE	FALSE
PIK3CA	hgnc:8975	PIK3CA	JAX-CKB	5-Jun-23	NULL	0.026543679	Crizotinib	rxcui:1148495	CRIZOTINIB	TRUE	FALSE	TRUE
PTEN	hgnc:9588	PTEN	JAX-CKB	5-Jun-23	NULL	0.050844874	Oxaliplatin	rxcui:32592	OXALIPLATIN	TRUE	FALSE	TRUE
PTEN	hgnc:9588	PTEN	JAX-CKB	5-Jun-23	NULL	0.406758992	AT13148	ncit:C101786	MULTI-AGC KINASE INHIBITOR AT13148	FALSE	FALSE	FALSE
PTEN	hgnc:9588	PTEN	JAX-CKB	5-Jun-23	NULL	0.071780999	Abiraterone	rxcui:1100071	ABIRATERONE ACETATE	TRUE	FALSE	TRUE
PTEN	hgnc:9588	PTEN	JAX-CKB	5-Jun-23	NULL	0.038133656	Selumetinib	rxcui:2289380	SELUMETINIB	TRUE	FALSE	TRUE
PTEN	hgnc:9588	PTEN	JAX-CKB	5-Jun-23	NULL	0.090390887	OSI-027	drugbank:DB12387	OSI-027	FALSE	FALSE	TRUE
RAD51B	hgnc:9822	RAD51B	JAX-CKB	5-Jun-23	NULL	1.572801437	Rucaparib	rxcui:1862579	RUCAPARIB	TRUE	FALSE	TRUE
PTEN	hgnc:9588	PTEN	JAX-CKB	5-Jun-23	NULL	0.406758992	GDC-0152	drugbank:DB12380	GDC-0152	FALSE	FALSE	FALSE
PTEN	hgnc:9588	PTEN	JAX-CKB	5-Jun-23	NULL	0.058108427	Tipifarnib	ncit:C1703	TIPIFARNIB	FALSE	FALSE	TRUE
ROS1	hgnc:10261	ROS1	JAX-CKB	5-Jun-23	NULL	0.024896604	Paclitaxel	rxcui:56946	PACLITAXEL	TRUE	FALSE	TRUE
RET	hgnc:9967	RET	JAX-CKB	5-Jun-23	NULL	0.262133573	Lenvatinib	rxcui:1603296	LENVATINIB	TRUE	FALSE	TRUE
ROS1	hgnc:10261	ROS1	JAX-CKB	5-Jun-23	NULL	1.806701256	Crizotinib	rxcui:1148495	CRIZOTINIB	TRUE	FALSE	TRUE
TP53	hgnc:11998	TP53	JAX-CKB	5-Jun-23	NULL	0.024098081	DS-7423	iuphar.ligand:12616	DS-7423	FALSE	FALSE	TRUE
TP53	hgnc:11998	TP53	JAX-CKB	5-Jun-23	NULL	0.044179816	LY3009120	iuphar.ligand:8943	LY3009120	FALSE	FALSE	FALSE
TP53	hgnc:11998	TP53	JAX-CKB	5-Jun-23	NULL	0.05522477	Seliciclib	ncit:C62783	SELICICLIB	FALSE	FALSE	TRUE
KIT	hgnc:6342	KIT	CancerCommons	25-Jul-13	inhibitor	0.369202215	DASATINIB	rxcui:1546019	DASATINIB ANHYDROUS	TRUE	FALSE	TRUE
FGFR4	hgnc:3691	FGFR4	CancerCommons	25-Jul-13	inhibitor	0.157700679	BGJ398	rxcui:2550729	INFIGRATINIB	TRUE	FALSE	TRUE
ATR	hgnc:882	ATR	CGI	5-Jun-23	NULL	0.216044153	Olaparib	rxcui:1597582	OLAPARIB	TRUE	FALSE	TRUE
ABL1	hgnc:76	ABL1	CGI	5-Jun-23	NULL	0.046661435	Venetoclax	rxcui:1747556	VENETOCLAX	TRUE	FALSE	TRUE
BRAF	hgnc:1097	BRAF	CGI	5-Jun-23	NULL	1.072010233	Cetuximab	rxcui:318341	CETUXIMAB	TRUE	TRUE	TRUE
HGF	hgnc:4893	HGF	CGI	5-Jun-23	NULL	0.15359389	Cabozantinib	rxcui:1363267	CABOZANTINIB S-MALATE	TRUE	FALSE	TRUE
NTRK1	hgnc:8031	NTRK1	CGI	5-Jun-23	NULL	0.100599507	Entrectinib	rxcui:2197862	ENTRECTINIB	TRUE	FALSE	TRUE
IDH2	hgnc:5383	IDH2	CGI	5-Jun-23	NULL	1.005341828	Venetoclax	rxcui:1747556	VENETOCLAX	TRUE	FALSE	TRUE
PIK3CA	hgnc:8975	PIK3CA	CGI	5-Jun-23	NULL	0.111639589	Cetuximab	rxcui:318341	CETUXIMAB	TRUE	TRUE	TRUE
IDH1	hgnc:5382	IDH1	CGI	5-Jun-23	NULL	0.054342802	Venetoclax	rxcui:1747556	VENETOCLAX	TRUE	FALSE	TRUE
NF1	hgnc:7765	NF1	CGI	5-Jun-23	NULL	0.089977199	Sirolimus	rxcui:35302	SIROLIMUS	TRUE	TRUE	TRUE
