gene_claim_name	gene_concept_id	gene_name	interaction_source_db_name	interaction_source_db_version	interaction_type	interaction_score	drug_claim_name	drug_concept_id	drug_name	approved	immunotherapy	anti_neoplastic
NRAS	hgnc:7989	NRAS	JAX-CKB	5-Jun-23	NULL	0.097487692	Quizartinib	ncit:C68936	QUIZARTINIB	FALSE	FALSE	TRUE
PSMA7	hgnc:9536	PSMA7	ChEMBL	32	inhibitor	0.462588658	BORTEZOMIB	rxcui:358258	BORTEZOMIB	TRUE	FALSE	TRUE
ACE1	hgnc:2707	ACE	ChEMBL	32	inhibitor	0.189038634	MALATHION	rxcui:6606	MALATHION	TRUE	FALSE	FALSE
FLT1	hgnc:3763	FLT1	ChEMBL	32	inhibitor	0.702143499	ICRUCUMAB	ncit:C79808	ICRUCUMAB	FALSE	FALSE	FALSE
DRD2	hgnc:3023	DRD2	ChEMBL	32	agonist	0.355301529	PF-00217830	drugbank:DB12998	PF-00217830	FALSE	FALSE	FALSE
ADRA2A	hgnc:281	ADRA2A	ChEMBL	32	agonist	0.110864763	XYLOMETAZOLINE	rxcui:39841	XYLOMETAZOLINE	TRUE	FALSE	FALSE
EHMT2	hgnc:14129	EHMT2	DTC	5-Jun-23	NULL	0.008602692	NSC-317605	chembl:CHEMBL1312050	CHEMBL:CHEMBL1312050	FALSE	FALSE	FALSE
BAZ2B	hgnc:963	BAZ2B	DTC	5-Jun-23	NULL	0.008212205	TYRPHOSTIN 23	chembl:CHEMBL76904	TYRPHOSTIN 23	FALSE	FALSE	FALSE
USP1	hgnc:12607	USP1	DTC	5-Jun-23	NULL	0.09543698	GANGALEOIDIN	chembl:CHEMBL1491099	GANGALEOIDIN	FALSE	FALSE	FALSE
CYP1A2	hgnc:2596	CYP1A2	DTC	5-Jun-23	NULL	0.025205151	MIDODRINE	rxcui:6963	MIDODRINE	TRUE	FALSE	FALSE
VDR	hgnc:12679	VDR	DTC	5-Jun-23	NULL	0.010435254	AMOXAPINE	rxcui:722	AMOXAPINE	TRUE	FALSE	FALSE
CBX1	hgnc:1551	CBX1	DTC	5-Jun-23	NULL	0.01307182	DOPAMINE HYDROCHLORIDE	rxcui:3628	DOPAMINE	TRUE	FALSE	FALSE
PGR	hgnc:8910	PGR	FDA	5-Jun-23	NULL	0.048784164	Olaparib	rxcui:1597582	OLAPARIB	TRUE	FALSE	TRUE
AQP9	hgnc:643	AQP9	NCI	14-Sep-17	NULL	0.421286099	ANTISERUM	ncit:C571	ANTISERUM	FALSE	FALSE	FALSE
GSTT1	hgnc:4641	GSTT1	NCI	14-Sep-17	NULL	0.046569328	CISPLATINUM	rxcui:2555	CISPLATIN	TRUE	FALSE	TRUE
ACE	hgnc:2707	ACE	PharmGKB	5-Jun-23	NULL	0.200158554	spironolactone	rxcui:9997	SPIRONOLACTONE	TRUE	FALSE	FALSE
UNIPROT:P13945	hgnc:288	ADRB3	TdgClinicalTrial	14-Jan	NULL	3.370288794	AMIBEGRON	ncit:C77932	AMIBEGRON	FALSE	FALSE	FALSE
UNIPROT:P23975	hgnc:11048	SLC6A2	TdgClinicalTrial	14-Jan	NULL	0.041215971	NORTRIPTYLINE	rxcui:7531	NORTRIPTYLINE	TRUE	FALSE	FALSE
METABOTROPIC GLUTAMATE RECEPTOR 5	hgnc:4597	GRM5	TTD	2020.06.01	NULL	7.372506737	AFQ056	ncit:C170154	MAVOGLURANT	FALSE	FALSE	FALSE
JAK1	hgnc:6190	JAK1	ChEMBL	32	inhibitor	2.359202156	SOLCITINIB	ncit:C152385	SOLCITINIB	FALSE	FALSE	FALSE
HRH3	hgnc:5184	HRH3	ChEMBL	32	inhibitor	3.276669661	ABT-288	drugbank:DB15192	ABT-288	FALSE	FALSE	FALSE
BHMT	hgnc:1047	BHMT	ChEMBL	32	other/unknown	14.74501347	BETAINE	rxcui:1512	BETAINE	TRUE	FALSE	FALSE
TUBA1A	hgnc:20766	TUBA1A	ChEMBL	32	inhibitor	0.044412691	APRUTUMAB IXADOTIN	ncit:C121212	APRUTUMAB IXADOTIN	FALSE	FALSE	FALSE
IDH1	hgnc:5382	IDH1	ChEMBL	32	inhibitor	0.289828275	VORASIDENIB	ncit:C152914	VORASIDENIB	FALSE	FALSE	FALSE
MPL	hgnc:7217	MPL	ChEMBL	32	agonist	6.553339322	RAFUTROMBOPAG	ncit:C188548	RAFUTROMBOPAG	FALSE	FALSE	FALSE
ESTROGEN RECEPTOR	hgnc:3467	ESR1	TTD	2020.06.01	NULL	0.081407942	Estradiol Valerate	rxcui:24395	ESTRADIOL VALERATE	TRUE	FALSE	FALSE
MAPK1	hgnc:6871	MAPK1	NCI	14-Sep-17	NULL	0.16851444	URACIL	rxcui:10995	URACIL	FALSE	FALSE	FALSE
MET	hgnc:7029	MET	DTC	5-Jun-23	NULL	0.572621882	APRATOXIN F	chembl:CHEMBL2022560	APRATOXIN F	FALSE	FALSE	FALSE
TYMS	hgnc:12441	TYMS	CIViC	5-Jun-23	NULL	0.092991807	IRINOTECAN	rxcui:153329	IRINOTECAN HYDROCHLORIDE	TRUE	FALSE	TRUE
NFE2L2	hgnc:7782	NFE2L2	DTC	5-Jun-23	NULL	0.002832175	TOPOTECAN HYDROCHLORIDE	rxcui:266573	TOPOTECAN HYDROCHLORIDE	TRUE	FALSE	TRUE
BAZ2B	hgnc:963	BAZ2B	DTC	5-Jun-23	NULL	0.010778519	BENSERAZIDE HYDROCHLORIDE	rxcui:235765	BENSERAZIDE HYDROCHLORIDE	FALSE	FALSE	FALSE
ALR	hgnc:380	AKR1A1	ChEMBL	32	inhibitor	7.372506737	CYCLOSERINE	rxcui:3007	CYCLOSERINE	TRUE	FALSE	FALSE
AURKC	hgnc:11391	AURKC	ChEMBL	32	inhibitor	0.072635534	CENISERTIB	ncit:C64540	CENISERTIB	FALSE	FALSE	TRUE
SRC	hgnc:11283	SRC	ChEMBL	32	inhibitor	0.021004293	PD-0166285	chembl:CHEMBL3545196	PD-0166285	FALSE	FALSE	FALSE
CDK1	hgnc:1722	CDK1	ChEMBL	32	inhibitor	0.186252802	ALVOCIDIB	ncit:C74940	ALVOCIDIB	FALSE	FALSE	TRUE
KRAS	hgnc:6407	KRAS	ChEMBL	32	inhibitor	1.282175085	ADAGRASIB	rxcui:2625882	ADAGRASIB	TRUE	FALSE	TRUE
TOP2A	hgnc:11989	TOP2A	DTC	5-Jun-23	NULL	0.081016558	FISETIN	ncit:C179571	FISETIN	FALSE	FALSE	FALSE
NRAS	hgnc:7989	NRAS	PharmGKB	5-Jun-23	NULL	0.268091154	cetuximab	rxcui:318341	CETUXIMAB	TRUE	TRUE	TRUE
NR1I2	hgnc:7968	NR1I2	PharmGKB	5-Jun-23	NULL	0.032335556	amoxicillin	rxcui:1297882	AMOXICILLIN ANHYDROUS	TRUE	FALSE	FALSE
OPIOID RECEPTOR KAPPA	hgnc:8154	OPRK1	TTD	2020.06.01	NULL	1.661409969	Dezocine	rxcui:22713	DEZOCINE	TRUE	FALSE	FALSE
ERCC1	hgnc:3433	ERCC1	CIViC	5-Jun-23	NULL	0.04771849	PACLITAXEL	rxcui:56946	PACLITAXEL	TRUE	FALSE	TRUE
CACNA1S	hgnc:1397	CACNA1S	ChEMBL	32	modulator	0.046295176	PREGABALIN	rxcui:187832	PREGABALIN	TRUE	FALSE	FALSE
GRIN1	hgnc:4584	GRIN1	ChEMBL	32	positive modulator	0.216044153	NEBOGLAMINE	ncit:C66222	NEBOGLAMINE	FALSE	FALSE	FALSE
ESR1	hgnc:3467	ESR1	DTC	5-Jun-23	NULL	0.035615975	METHOXSALEN	rxcui:6854	METHOXSALEN	TRUE	FALSE	FALSE
CYP1A2	hgnc:2596	CYP1A2	DTC	5-Jun-23	NULL	0.050410302	ISOXSUPRINE	rxcui:6066	ISOXSUPRINE	TRUE	FALSE	FALSE
AR	hgnc:644	AR	DTC	5-Jun-23	NULL	0.002974884	RIFAMPICIN	rxcui:9384	RIFAMPIN	TRUE	FALSE	FALSE
PPARD	hgnc:9235	PPARD	DTC	5-Jun-23	NULL	0.223409295	SERATRODAST	ncit:C90671	SERATRODAST	FALSE	FALSE	FALSE
ALOX5AP	hgnc:436	ALOX5AP	NCI	14-Sep-17	NULL	2.106430496	IL-3	iuphar.ligand:4994	IL-3	FALSE	FALSE	FALSE
IFNA1	hgnc:5417	IFNA1	NCI	14-Sep-17	NULL	10.72364616	CORYNEBACTERIUM GRANULOSUM P40	ncit:C990	CORYNEBACTERIUM GRANULOSUM P40	FALSE	FALSE	FALSE
BRAF	hgnc:1097	BRAF	PharmGKB	5-Jun-23	NULL	0.488303226	binimetinib	rxcui:2049122	BINIMETINIB	TRUE	FALSE	TRUE
CSF3R	hgnc:2439	CSF3R	JAX-CKB	5-Jun-23	NULL	0.589800539	Momelotinib	ncit:C88311	MOMELOTINIB	FALSE	FALSE	TRUE
TACR1	hgnc:11526	TACR1	ChEMBL	32	inhibitor	1.594055511	EZLOPITANT	ncit:C97962	EZLOPITANT	FALSE	FALSE	FALSE
PI3KCG	hgnc:8978	PIK3CG	ClearityFoundationClinicalTrial	15-Jun-13	inhibitor	0.11430243	ZSTK474	iuphar.ligand:7965	ZSTK474	FALSE	FALSE	TRUE
AR	hgnc:644	AR	DTC	5-Jun-23	NULL	0.068422336	OXABOLONE CIPIONATE	ncit:C81376	OXABOLONE CIPIONATE	FALSE	FALSE	FALSE
HDAC11	hgnc:19086	HDAC11	DTC	5-Jun-23	NULL	0.283557951	PSAMMAPLIN A	chembl:CHEMBL83747	PSAMMAPLIN A	FALSE	FALSE	FALSE
YES1	hgnc:12841	YES1	DTC	5-Jun-23	NULL	0.283557951	SB-732881	chembl:CHEMBL261129	CHEMBL:CHEMBL261129	FALSE	FALSE	FALSE
AQP9	hgnc:643	AQP9	NCI	14-Sep-17	NULL	1.63833483	UREA	rxcui:11002	UREA	TRUE	FALSE	FALSE
UNIPROT:P14151	hgnc:10720	SELL	TdgClinicalTrial	14-Jan	NULL	13.10667864	BIMOSIAMOSE	ncit:C72942	BIMOSIAMOSE	FALSE	FALSE	FALSE
UNIPROT:P08235	hgnc:7979	NR3C2	TdgClinicalTrial	14-Jan	NULL	2.106430496	DROSPIRENONE	rxcui:11636	DROSPIRENONE	TRUE	FALSE	FALSE
UNIPROT:Q9UI26	hgnc:20628	IPO11	TdgClinicalTrial	14-Jan	NULL	5.361823081	MKC-1	ncit:C2507	MKC-1	FALSE	FALSE	FALSE
UNIPROT:P13945	hgnc:288	ADRB3	TdgClinicalTrial	14-Jan	NULL	2.527716596	YM-178	rxcui:1300786	MIRABEGRON	TRUE	FALSE	FALSE
DIHYDROPYRIMIDINASE RELATED PROTEIN 2	hgnc:3014	DPYSL2	TTD	2020.06.01	NULL	9.830008983	Lacosamide	rxcui:623400	LACOSAMIDE	TRUE	FALSE	FALSE
TYROSINE-PROTEIN KINASE SYK	hgnc:11491	SYK	TTD	2020.06.01	NULL	0.024073491	STI571	rxcui:282388	IMATINIB	TRUE	FALSE	TRUE
TUBULIN BETA	hgnc:20778	TUBB	TTD	2020.06.01	NULL	0.601837285	BNC-105	ncit:C162343	VASCULAR DISRUPTING AGENT BNC105	FALSE	FALSE	FALSE
EGFR	hgnc:3236	EGFR	CGI	5-Jun-23	NULL	2.151974939	Afatinib	rxcui:1430438	AFATINIB	TRUE	FALSE	TRUE
GRIN1	hgnc:4584	GRIN1	ChEMBL	32	inhibitor	0.756154537	TRAXOPRODIL	ncit:C87769	TRAXOPRODIL	FALSE	FALSE	FALSE
POL	hgnc:39043	ERVW-4	ChEMBL	32	inhibitor	1.053215248	CABOTEGRAVIR SODIUM	rxcui:2475076	CABOTEGRAVIR SODIUM	TRUE	FALSE	FALSE
TUBB3	hgnc:20772	TUBB3	ChEMBL	32	inhibitor	0.044954309	SOFITUZUMAB VEDOTIN	ncit:C106119	SOFITUZUMAB VEDOTIN	FALSE	FALSE	FALSE
UNIPROT:P17181	hgnc:5432	IFNAR1	TEND	1-Aug-11	NULL	0.776053341	"INTERFERON ALFA-2A, RECOMBINANT"	rxcui:5879	INTERFERON ALFA-2A	TRUE	TRUE	TRUE
INTERFERON-BETA	hgnc:5434	IFNB1	TTD	2020.06.01	NULL	39.32003593	PF-06823859	chembl:CHEMBL4297808	PF-06823859	FALSE	FALSE	FALSE
MITOCHONDRIAL PROTEIN UNSPECIFIC	hgnc:9282	PPP1CB	TTD	2020.06.01	NULL	2.457502246	EPICATECHIN	drugbank:DB12039	EPICATECHIN	FALSE	FALSE	FALSE
FLT3	hgnc:3765	FLT3	NCI	14-Sep-17	NULL	0.093917283	HERBIMYCIN A	iuphar.ligand:5984	HERBIMYCIN A	FALSE	FALSE	FALSE
TRPC5	hgnc:12337	TRPC5	DTC	5-Jun-23	NULL	4.718404312	3-MORPHOLINOSYDNONIMINE HCL	chembl:CHEMBL538104	CHEMBL:CHEMBL538104	FALSE	FALSE	FALSE
ATP4B	hgnc:820	ATP4B	ChEMBL	32	inhibitor	0.175535875	DEXLANSOPRAZOLE	rxcui:17128	LANSOPRAZOLE	TRUE	FALSE	FALSE
SCN5A	hgnc:10593	SCN5A	ChEMBL	32	blocker	0.060929808	PHENACEMIDE	rxcui:33253	PHENACEMIDE	TRUE	FALSE	FALSE
EGFR	hgnc:3236	EGFR	DTC	5-Jun-23	NULL	0.106270367	TYRPHOSTIN AG-1478	iuphar.ligand:4862	AG1478	FALSE	FALSE	FALSE
BAZ2B	hgnc:963	BAZ2B	DTC	5-Jun-23	NULL	0.010144488	BI-87E7	chembl:CHEMBL523200	CHEMBL:CHEMBL523200	FALSE	FALSE	FALSE
GMNN	hgnc:17493	GMNN	DTC	5-Jun-23	NULL	0.010239593	TANESPIMYCIN	ncit:C37899	TANESPIMYCIN	FALSE	FALSE	TRUE
SMAD3	hgnc:6769	SMAD3	DTC	5-Jun-23	NULL	0.032194353	TCMDC-123650	chembl:CHEMBL580727	CHEMBL:CHEMBL580727	FALSE	FALSE	FALSE
CSF2	hgnc:2434	CSF2	NCI	14-Sep-17	NULL	1.572801437	HALS	ncit:C29771	HORSE ANTI-MOUSE ANTI-LYMPHOCYTE SERUM	FALSE	FALSE	FALSE
MAPK14	hgnc:6876	MAPK14	NCI	14-Sep-17	NULL	0.05021716	IL-2	iuphar.ligand:4985	IL-2	FALSE	FALSE	FALSE
MIR1912	hgnc:35396	MIR1912	PharmGKB	5-Jun-23	NULL	1.134231806	quetiapine	rxcui:221153	QUETIAPINE FUMARATE	TRUE	FALSE	FALSE
RRM1	hgnc:10451	RRM1	PharmGKB	5-Jun-23	NULL	0.051020808	cytarabine	rxcui:3041	CYTARABINE	TRUE	FALSE	TRUE
PROSTAGLANDIN F2-ALPHA RECEPTOR	hgnc:9600	PTGFR	TTD	2020.06.01	NULL	4.212860993	bimatoprost (free acid form)	iuphar.ligand:1959	BIMATOPROST (FREE ACID FORM)	FALSE	FALSE	FALSE
TYROSINE-PROTEIN KINASE LYN	hgnc:6735	LYN	TTD	2020.06.01	NULL	1.105876011	Bafetinib	ncit:C62516	BAFETINIB	FALSE	FALSE	TRUE
MAPT	hgnc:6893	MAPT	DTC	5-Jun-23	NULL	0.019149368	TRANSPLATIN	chembl:CHEMBL1386	TRANSPLATIN	FALSE	FALSE	FALSE
CYP1A2	hgnc:2596	CYP1A2	DTC	5-Jun-23	NULL	0.016803434	PURVALANOLA	chembl:CHEMBL23327	PURVALANOLA	FALSE	FALSE	FALSE
ITGB2	hgnc:6155	ITGB2	NCI	14-Sep-17	NULL	0.218444644	METHYLPREDNISOLONE	rxcui:6902	METHYLPREDNISOLONE	TRUE	FALSE	FALSE
APOB	hgnc:603	APOB	NCI	14-Sep-17	NULL	0.59575812	ALPHA-TOCOPHEROL	ncit:C74960	ALPHA-TOCOPHEROL	FALSE	FALSE	FALSE
GLP2R	hgnc:4325	GLP2R	ChEMBL	32	agonist	29.49002695	TEDUGLUTIDE	rxcui:1364468	TEDUGLUTIDE	TRUE	FALSE	FALSE
CYP3A4	hgnc:2637	CYP3A4	DTC	5-Jun-23	NULL	0.033397539	NITROMIDE	ncit:C72599	NITROMIDE	FALSE	FALSE	FALSE
RAPGEF3	hgnc:16629	RAPGEF3	DTC	5-Jun-23	NULL	0.111704648	SENNOSIDE B	rxcui:56161	SENNOSIDE B	FALSE	FALSE	FALSE
CYP2C9	hgnc:2623	CYP2C9	DTC	5-Jun-23	NULL	0.004944673	4-CHLOROMERCURIBENZOIC ACID	chembl:CHEMBL575867	4-CHLOROMERCURIBENZOIC ACID	FALSE	FALSE	FALSE
PSMB6	hgnc:9543	PSMB6	ChEMBL	32	inhibitor	0.252051512	IXAZOMIB CITRATE	rxcui:1723734	IXAZOMIB CITRATE	TRUE	FALSE	TRUE
UNIPROT:P28476	hgnc:4091	GABRR2	TdgClinicalTrial	14-Jan	NULL	0.226846361	HALAZEPAM	rxcui:26412	HALAZEPAM	TRUE	FALSE	FALSE
GABRA3	hgnc:4077	GABRA3	ChEMBL	32	positive modulator	0.075615454	OXAZEPAM	rxcui:7781	OXAZEPAM	TRUE	FALSE	FALSE
CD22	hgnc:1643	CD22	ChEMBL	32	binder	3.469414935	INOTUZUMAB	chembl:CHEMBL4297558	INOTUZUMAB	TRUE	FALSE	FALSE
KMT2A	hgnc:7132	KMT2A	DTC	5-Jun-23	NULL	0.234047833	PLERIXAFOR	rxcui:733003	PLERIXAFOR	TRUE	FALSE	FALSE
MAPK10	hgnc:6872	MAPK10	NCI	14-Sep-17	NULL	0.058165734	INSULIN	rxcui:253182	"INSULIN, REGULAR, HUMAN"	TRUE	FALSE	FALSE
UNIPROT:P43405	hgnc:11491	SYK	TdgClinicalTrial	14-Jan	NULL	1.685144397	PRT062607	iuphar.ligand:8070	P505-15	FALSE	FALSE	FALSE
PIK3CA	hgnc:8975	PIK3CA	CIViC	5-Jun-23	NULL	0.145990232	ANTI-EGFR MONOCLONAL ANTIBODY	ncit:C133878	ANTI-EGFR MONOCLONAL ANTIBODY	FALSE	FALSE	TRUE
SERPINC1	hgnc:775	SERPINC1	FDA	5-Jun-23	NULL	0.063831227	Estradiol	rxcui:24395	ESTRADIOL VALERATE	TRUE	FALSE	FALSE
ADRA2C	hgnc:283	ADRA2C	ChEMBL	32	inhibitor	0.08425722	LABETALOL HYDROCHLORIDE	rxcui:202693	LABETALOL HYDROCHLORIDE	TRUE	FALSE	FALSE
RPTOR	hgnc:30287	RPTOR	PharmGKB	5-Jun-23	NULL	0.127112185	MAO inhibitors	ncit:C667	MONOAMINE OXIDASE INHIBITOR	FALSE	FALSE	FALSE
EGFR	hgnc:3236	EGFR	ChEMBL	32	inhibitor	0.159405551	EMB-01	drugbank:DB16091	EMB-01	FALSE	FALSE	FALSE
CYP3A4	hgnc:2637	CYP3A4	PharmGKB	5-Jun-23	NULL	0.014843351	saquinavir	rxcui:83395	SAQUINAVIR	TRUE	FALSE	FALSE
UNIPROT:P21397	hgnc:6833	MAOA	TdgClinicalTrial	14-Jan	NULL	0.38802667	PHENELZINE	rxcui:8123	PHENELZINE	TRUE	FALSE	FALSE
PDGFA	hgnc:8799	PDGFA	MyCancerGenomeClinicalTrial	30-Feburary-2014	inhibitor	0.776053341	SUNITINIB	rxcui:357977	SUNITINIB	TRUE	FALSE	TRUE
ATAD5	hgnc:25752	ATAD5	DTC	5-Jun-23	NULL	0.049983097	JNJ-1661010	iuphar.ligand:5206	JNJ1661010	FALSE	FALSE	FALSE
KDR	hgnc:6307	KDR	TALC	12-May-16	inhibitor	0.051919062	CEDIRANIB	ncit:C80867	CEDIRANIB	FALSE	FALSE	TRUE
SUMO1	hgnc:12502	SUMO1	DTC	5-Jun-23	NULL	0.776053341	CEFDINIR	rxcui:25037	CEFDINIR	TRUE	FALSE	FALSE
SLK	hgnc:11088	SLK	DTC	5-Jun-23	NULL	0.039320036	ERLOTINIB	rxcui:337525	ERLOTINIB	TRUE	FALSE	TRUE
CDC42	hgnc:1736	CDC42	DTC	5-Jun-23	NULL	9.830008983	ZU-4194738	chembl:CHEMBL554475	CHEMBL:CHEMBL554475	FALSE	FALSE	FALSE
BTK	hgnc:1133	BTK	CIViC	5-Jun-23	NULL	0.902047883	IBRUTINIB	rxcui:1442981	IBRUTINIB	TRUE	FALSE	TRUE
PDGFRB	hgnc:8804	PDGFRB	ChEMBL	32	inhibitor	0.776053341	CDP-860	chembl:CHEMBL2109544	CDP-860	FALSE	FALSE	FALSE
EHMT2	hgnc:14129	EHMT2	DTC	5-Jun-23	NULL	0.008602692	"SULFADIAZINE, SILVER"	rxcui:9793	SILVER SULFADIAZINE	TRUE	FALSE	FALSE
ERBB2	hgnc:3430	ERBB2	CGI	5-Jun-23	NULL	0.134657657	Rociletinib	ncit:C99905	ROCILETINIB	FALSE	FALSE	TRUE
UGT1A1	hgnc:12530	UGT1A1	CGI	5-Jun-23	NULL	0.055536774	Irinotecan	rxcui:153329	IRINOTECAN HYDROCHLORIDE	TRUE	FALSE	TRUE
UNIPROT:P31644	hgnc:4079	GABRA5	TdgClinicalTrial	14-Jan	NULL	0.087421029	ESTAZOLAM	rxcui:4077	ESTAZOLAM	TRUE	FALSE	FALSE
CXCL8	hgnc:6025	CXCL8	DTC	5-Jun-23	NULL	0.179817237	ALDRIN	chembl:CHEMBL195953	ALDRIN	FALSE	FALSE	FALSE
MAPT	hgnc:6893	MAPT	DTC	5-Jun-23	NULL	0.007885034	OXIDOPAMINE HYDROCHLORIDE	chembl:CHEMBL451197	OXIDOPAMINE HYDROCHLORIDE	FALSE	FALSE	FALSE
RAF1	hgnc:9829	RAF1	OncoKB	23-Jul-20	NULL	0.294900269	Cobimetinib	rxcui:1722365	COBIMETINIB	TRUE	FALSE	TRUE
NFE2L2	hgnc:7782	NFE2L2	DTC	5-Jun-23	NULL	0.003726547	CEPHALOCHROMIN	chembl:CHEMBL463175	CEPHALOCHROMIN	FALSE	FALSE	FALSE
CYP27B1	hgnc:2606	CYP27B1	NCI	14-Sep-17	NULL	0.589800539	TRICHOSTATIN A	ncit:C1261	TRICHOSTATIN A	FALSE	FALSE	TRUE
SAP130	hgnc:29813	SAP130	DTC	5-Jun-23	NULL	39.32003593	SPLICEOSTATIN-A	chembl:CHEMBL1221944	CHEMBL:CHEMBL1221944	FALSE	FALSE	FALSE
CYP3A4	hgnc:2637	CYP3A4	DTC	5-Jun-23	NULL	0.007031061	VERAPAMIL HYDROCHLORIDE	rxcui:11170	VERAPAMIL	TRUE	FALSE	TRUE
UNIPROT:P21917	hgnc:3025	DRD4	TEND	1-Aug-11	NULL	0.959025267	PRAMIPEXOLE	rxcui:746741	PRAMIPEXOLE	TRUE	FALSE	FALSE
YES1	hgnc:12841	YES1	DTC	5-Jun-23	NULL	0.005671159	ERLOTINIB	rxcui:337525	ERLOTINIB	TRUE	FALSE	TRUE
NEUROPEPTIDE Y RECEPTOR TYPE 1	hgnc:7956	NPY1R	TTD	2020.06.01	NULL	3.276669661	NEUROPEPTIDE-Y	chembl:CHEMBL267633	NEUROPEPTIDE-Y	FALSE	FALSE	FALSE
NTRK2	hgnc:8032	NTRK2	ChEMBL	32	inhibitor	0.072279478	CEP-2563	chembl:CHEMBL3545332	CEP-2563	FALSE	FALSE	FALSE
TYMS	hgnc:12441	TYMS	ClearityFoundationClinicalTrial	15-Jun-13	inhibitor	0.391894046	FLOXURIDINE	rxcui:4488	FLOXURIDINE	TRUE	FALSE	TRUE
UNIPROT:Q13258	hgnc:9591	PTGDR	TdgClinicalTrial	14-Jan	NULL	4.212860993	LAROPIPRANT	ncit:C87372	LAROPIPRANT	TRUE	FALSE	FALSE
UNIPROT:Q08493	hgnc:8782	PDE4C	TdgClinicalTrial	14-Jan	NULL	0.871626412	DYPHYLLINE	rxcui:3714	DYPHYLLINE	TRUE	FALSE	FALSE
HRAS	hgnc:5173	HRAS	JAX-CKB	5-Jun-23	NULL	0.118672141	Uprosertib	ncit:C84870	UPROSERTIB	FALSE	FALSE	TRUE
TARDBP	hgnc:11571	TARDBP	DTC	5-Jun-23	NULL	0.075229661	ARTEMISININ	rxcui:2367409	ARTEMISININ	TRUE	FALSE	FALSE
RECQL	hgnc:9948	RECQL	DTC	5-Jun-23	NULL	0.01175604	METHYLDOPA	rxcui:1545996	METHYLDOPA ANHYDROUS	TRUE	FALSE	FALSE
CSF1R	hgnc:2433	CSF1R	CIViC	5-Jun-23	NULL	0.04212861	PANOBINOSTAT	rxcui:1603350	PANOBINOSTAT	TRUE	FALSE	TRUE
SLC28A2	hgnc:11002	SLC28A2	PharmGKB	5-Jun-23	NULL	0.460781671	peginterferon alfa-2b	rxcui:253453	PEGINTERFERON ALFA-2B	TRUE	FALSE	TRUE
HDAC10	hgnc:18128	HDAC10	DTC	5-Jun-23	NULL	0.30638989	PHENYLBUTYRYLHYDROXAMIC ACID	chembl:CHEMBL55895	PHENYLBUTYRYLHYDROXAMIC ACID	FALSE	FALSE	FALSE
SNCA	hgnc:11138	SNCA	DTC	5-Jun-23	NULL	0.357454872	DNDI1417254	chembl:CHEMBL2094567	CHEMBL:CHEMBL2094567	FALSE	FALSE	FALSE
DRD1	hgnc:3020	DRD1	DTC	5-Jun-23	NULL	0.025205151	IMIPRAMINE	rxcui:150816	IMIPRAMINE HYDROCHLORIDE	TRUE	FALSE	FALSE
CYP2D6	hgnc:2625	CYP2D6	DTC	5-Jun-23	NULL	0.024412274	DEGUELIN	ncit:C63666	DEGUELIN	FALSE	FALSE	FALSE
CBX1	hgnc:1551	CBX1	DTC	5-Jun-23	NULL	0.039215461	METERGOLINE	rxcui:6834	METERGOLINE	FALSE	FALSE	FALSE
CHRNE	hgnc:1966	CHRNE	ChEMBL	32	inhibitor	0.655333932	ATRACURIUM BESYLATE	rxcui:1219	ATRACURIUM BESYLATE	TRUE	FALSE	FALSE
MAP2K1	hgnc:6840	MAP2K1	ChEMBL	32	inhibitor	0.693882987	TAK-733	drugbank:DB12241	TAK-733	FALSE	FALSE	TRUE
ROS1	hgnc:10261	ROS1	JAX-CKB	5-Jun-23	NULL	0.213695847	Alectinib	rxcui:1727455	ALECTINIB	TRUE	FALSE	TRUE
NFE2L2	hgnc:7782	NFE2L2	CIViC	5-Jun-23	NULL	0.004164964	SAPANISERTIB	rxcui:2395271	SAPANISERTIB	TRUE	FALSE	TRUE
ATAD5	hgnc:25752	ATAD5	DTC	5-Jun-23	NULL	0.049983097	FLAVONE	rxcui:1536070	FLAVONE	FALSE	FALSE	FALSE
DDIT3	hgnc:2726	DDIT3	NCI	14-Sep-17	NULL	0.078378809	IBUPROFEN	rxcui:1429044	"IBUPROFEN, SODIUM SALT"	TRUE	FALSE	TRUE
CYP2D6	hgnc:2625	CYP2D6	DTC	5-Jun-23	NULL	0.00976491	HYDRALAZINE	rxcui:5470	HYDRALAZINE	TRUE	FALSE	FALSE
PPARD	hgnc:9235	PPARD	DTC	5-Jun-23	NULL	0.040619872	E319	chembl:CHEMBL242080	E319	FALSE	FALSE	FALSE
AR	hgnc:644	AR	DTC	5-Jun-23	NULL	0.034211168	DEFLAZACORT	rxcui:22396	DEFLAZACORT	TRUE	FALSE	FALSE
YES1	hgnc:12841	YES1	ChEMBL	32	inhibitor	0.017722372	TG100-801	chembl:CHEMBL403989	TG100-801	FALSE	FALSE	FALSE
UNIPROT:P40238	hgnc:7217	MPL	TdgClinicalTrial	14-Jan	NULL	3.276669661	ELTROMBOPAG	rxcui:711942	ELTROMBOPAG	TRUE	FALSE	FALSE
UNIPROT:P35968	hgnc:6307	KDR	TdgClinicalTrial	14-Jan	NULL	0.207676246	XL820	drugbank:DB05146	XL820	FALSE	FALSE	TRUE
RARA	hgnc:9864	RARA	NCI	14-Sep-17	NULL	0.187238266	ANTIESTROGENS	ncit:C481	ANTIESTROGEN	FALSE	FALSE	FALSE
